,Title,Year,Length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short 
20011,Ggamdong,1988,118,NA,1.8,5,84.5,24.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
20012,Ggeol Deok-swi,1989,94,NA,1.8,5,84.5,24.5,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0
20013,Ggobangdongne saramdeul,1982,108,NA,2.4,5,84.5,0,0,0,0,0,0,24.5,0,0,,0,0,0,1,0,0,0
20014,Ggotip,1996,89,NA,8.1,35,0,0,0,0,0,4.5,14.5,24.5,34.5,24.5,,0,0,0,1,0,0,0
20015,Ggotpineun bomi omyeon,2004,128,NA,7.4,43,0,0,0,4.5,4.5,4.5,14.5,34.5,14.5,24.5,,0,0,0,1,0,0,0
20016,Gharaana Mogudu,1992,149,NA,9,10,0,0,0,0,0,0,0,44.5,24.5,44.5,,1,0,1,0,0,0,0
20017,Gharam fi al-Karnak,1967,105,NA,3.4,8,0,24.5,14.5,14.5,14.5,24.5,0,0,14.5,0,,0,0,0,0,0,0,0
20018,Ghare-Baire,1984,140,NA,7.8,95,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
20019,"Ghastly Ones, The",1968,72,NA,4.1,37,24.5,4.5,4.5,4.5,14.5,14.5,4.5,0,4.5,14.5,,0,0,0,0,0,0,0
20020,Ghayal,1990,163,NA,7.9,50,4.5,0,0,0,4.5,4.5,4.5,24.5,24.5,44.5,,1,0,1,0,0,1,0
20021,Ghazal al-banat,1949,120,NA,8.2,10,0,0,0,0,0,14.5,0,24.5,24.5,45.5,,0,0,1,0,0,1,0
20022,Ghetto,1997,122,NA,3.3,16,14.5,0,0,0,4.5,14.5,14.5,0,14.5,34.5,,0,0,0,0,1,0,0
20023,Ghosks Is the Bunk,1939,6,NA,6.7,9,0,0,0,0,24.5,0,45.5,14.5,0,14.5,,0,1,1,0,0,0,1
20024,Ghost,1990,128,22000000,6.8,19005,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,1,0
20025,Ghost Bird: The Life and Art of Judith Deim,2000,54,NA,8.6,5,0,0,0,0,0,0,24.5,44.5,0,44.5,,0,0,0,0,1,0,0
20026,"Ghost Breakers, The",1940,82,NA,7.5,320,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,24.5,,0,0,1,0,0,0,0
20027,Ghost Busters,1984,107,30000000,7.5,29762,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
20028,"Ghost Camera, The",1933,66,NA,6,26,0,0,4.5,14.5,14.5,4.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
20029,Ghost Catchers,1944,68,NA,7.1,25,0,0,4.5,0,4.5,4.5,24.5,14.5,4.5,44.5,,0,0,1,0,0,0,0
20030,Ghost Chasers,1951,69,NA,6.9,44,0,0,0,4.5,4.5,4.5,24.5,14.5,24.5,24.5,,0,0,1,0,0,0,0
20031,"Ghost Club, The",2003,85,NA,2.5,35,24.5,4.5,14.5,4.5,4.5,4.5,0,4.5,4.5,24.5,PG,0,0,0,0,0,0,0
20032,"Ghost Comes Home, The",1940,79,NA,6,32,0,0,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
20033,Ghost Cop,2004,8,NA,4.4,6,34.5,0,14.5,0,14.5,0,0,34.5,0,0,,0,0,0,0,0,0,1
20034,Ghost Dad,1990,83,NA,3.8,1214,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
20035,Ghost Dance,1983,100,NA,3.8,16,14.5,0,4.5,14.5,14.5,0,0,14.5,0,34.5,,0,0,0,0,0,0,0
20036,Ghost Dog,1997,90,NA,5.1,65,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
20037,Ghost Dog: The Way of the Samurai,1999,116,NA,7.5,13542,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,1,0,0,1,0,0,0
20038,Ghost Fever,1987,86,NA,2.4,51,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
20039,"Ghost Goes Gear, The",1966,79,NA,4.2,15,4.5,14.5,24.5,24.5,4.5,4.5,14.5,4.5,0,4.5,,0,0,1,0,0,0,1
20040,"Ghost Goes West, The",1935,95,NA,6.8,151,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,1,0
20041,"Ghost Goes Wild, The",1947,66,NA,6.3,6,0,0,0,14.5,0,14.5,64.5,0,0,0,,0,0,1,0,0,0,0
20042,Ghost Hunters: Point of Contact,2003,54,NA,5.9,7,14.5,0,0,14.5,0,0,45.5,14.5,0,0,,0,0,0,0,0,0,0
20043,Ghost Patrol,1936,60,NA,4.7,13,4.5,14.5,4.5,4.5,34.5,14.5,4.5,4.5,0,0,,0,0,0,0,0,0,0
20044,Ghost Reader,2001,14,NA,7.2,8,64.5,0,0,0,0,0,0,14.5,0,24.5,,0,0,0,0,0,0,1
20045,Ghost Riders,1987,85,NA,5,12,44.5,4.5,14.5,4.5,4.5,0,4.5,0,0,4.5,,0,0,0,0,0,0,0
20046,Ghost Rock,2003,101,NA,3.4,97,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,1,0,0,0
20047,Ghost Ship,1952,74,NA,4.8,23,0,4.5,4.5,14.5,44.5,4.5,4.5,0,0,4.5,,0,0,0,0,0,0,0
20048,Ghost Ship,2002,91,35000000,5.3,8399,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
20049,"Ghost Ship, The",1943,69,NA,6.5,163,0,0,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
20050,Ghost Story,1974,89,NA,4.6,41,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
20051,Ghost Story,1981,110,NA,6,967,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
20052,"Ghost Talks, The",1949,16,NA,6.6,63,0,0,4.5,4.5,4.5,24.5,14.5,24.5,4.5,14.5,,0,0,1,0,0,0,1
20053,Ghost Town,1956,77,100000,4.5,10,0,0,14.5,34.5,14.5,14.5,0,14.5,0,34.5,,0,0,0,0,0,0,0
20054,Ghost Town,1988,85,NA,4.3,115,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
20055,Ghost Town Renegades,1947,58,NA,6,9,0,0,0,14.5,0,84.5,0,0,0,0,,0,0,0,0,0,0,0
20056,"Ghost Train, The",1941,85,NA,5.8,109,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
20057,Ghost Valley,1932,54,NA,6,21,4.5,4.5,4.5,4.5,14.5,34.5,4.5,4.5,4.5,0,,0,0,0,0,0,0,0
20058,"Ghost Walks, The",1934,69,NA,6.1,17,0,0,0,4.5,24.5,34.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
20059,Ghost Wanted,1940,7,NA,7.2,18,0,0,0,4.5,0,34.5,14.5,14.5,24.5,14.5,,0,1,1,0,0,0,1
20060,Ghost World,2000,111,7000000,7.8,17976,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,1,0,0,0
20061,"Ghost and Mr. Chicken, The",1966,90,NA,6.8,658,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,1,0
20062,"Ghost and Mrs. Muir, The",1947,104,NA,7.8,2058,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,1,0
20063,"Ghost and the Darkness, The",1996,109,55000000,6.4,8360,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,1,0,0,1,0,0,0
20064,"Ghost and the Guest, The",1943,61,NA,5,13,0,4.5,0,14.5,45.5,14.5,0,0,0,4.5,,0,0,1,0,0,0,0
20065,"Ghost in the Invisible Bikini, The",1966,82,NA,3.7,113,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
20066,Ghost in the Machine,1993,104,NA,4.3,618,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
20067,Ghost in the Noonday Sun,1973,90,NA,4.4,26,24.5,4.5,0,4.5,4.5,4.5,4.5,0,14.5,34.5,,0,0,1,0,0,0,0
20068,Ghost of Dragstrip Hollow,1959,65,NA,3.5,49,14.5,24.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
20069,"Ghost of F. Scott Fitzgerald, The",2002,12,NA,4.6,13,0,0,4.5,4.5,24.5,4.5,14.5,24.5,4.5,4.5,,0,0,0,0,0,0,1
20070,"Ghost of Frankenstein, The",1942,67,NA,5.7,420,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
20071,"Ghost of Greville Lodge, The",2000,88,NA,5.5,28,14.5,0,4.5,4.5,4.5,24.5,4.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
20072,Ghost of Hidden Valley,1946,56,NA,4.1,6,0,0,34.5,0,14.5,34.5,14.5,0,0,0,,0,0,0,0,0,0,0
20073,"Ghost of Slumber Mountain, The",1918,19,3000,5.3,14,0,0,0,24.5,34.5,4.5,24.5,14.5,0,0,,0,0,0,0,0,0,1
20074,"Ghost of St. Michael's, The",1941,82,NA,7.6,50,0,0,0,0,0,14.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0,0
20075,Ghost of Stephen Foster,2000,4,NA,6.7,14,14.5,0,0,0,0,24.5,0,14.5,4.5,44.5,,0,1,0,0,0,0,1
20076,Ghost of Zorro,1949,167,NA,5.4,17,0,0,4.5,14.5,24.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
20077,Ghost of Zorro,1959,69,NA,8,6,0,0,0,0,14.5,0,0,45.5,0,34.5,,0,0,0,0,0,0,0
20078,Ghost of the Needle,2003,86,NA,6.6,69,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,R,0,0,0,0,0,0,0
20079,"Ghost, The",2000,86,NA,4,87,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
20080,GhostWatcher,2002,94,NA,4.1,183,24.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,R,0,0,0,0,0,0,0
20081,Ghostbite,1996,76,250000,3.8,14,64.5,0,0,0,0,4.5,0,4.5,0,24.5,,0,0,0,0,0,0,0
20082,Ghostbusters II,1989,103,NA,5.7,14552,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,1,1,0,0,0,0
20083,"Ghostess with the Mostess, The",1988,75,NA,7.3,8,24.5,0,0,0,0,24.5,14.5,0,0,34.5,,0,0,0,0,0,0,0
20084,Ghosthunter,2000,20,NA,5.7,23,4.5,4.5,0,4.5,4.5,0,0,4.5,24.5,34.5,,0,0,0,1,0,0,1
20085,"Ghosting, The",1992,110,NA,1.6,11,45.5,4.5,4.5,0,0,4.5,0,0,0,14.5,,0,0,0,0,0,0,0
20086,Ghostkeeper,1981,88,NA,3.8,31,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,0,4.5,,0,0,0,1,0,0,0
20087,Ghostlight,2003,80,NA,5,30,0,0,4.5,0,14.5,4.5,4.5,14.5,24.5,44.5,,0,0,1,0,0,0,0
20088,Ghosts Can't Do It,1990,90,NA,2.2,331,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,1,0
20089,Ghosts That Still Walk,1977,92,NA,3,14,44.5,0,14.5,14.5,0,0,0,14.5,4.5,4.5,,0,0,0,0,0,0,0
20090,Ghosts of Attica,2001,90,NA,8.3,8,0,0,0,0,0,0,14.5,34.5,24.5,24.5,,0,0,0,0,1,0,0
20091,"Ghosts of Berkeley Square, The",1947,85,NA,6.3,24,0,0,4.5,4.5,14.5,14.5,14.5,4.5,24.5,14.5,,0,0,1,0,0,0,0
20092,"Ghosts of Edendale, The",2003,90,NA,4.7,154,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,R,0,0,0,0,0,0,0
20093,Ghosts of Hamilton Street,2003,106,NA,5.8,49,4.5,4.5,0,0,4.5,4.5,14.5,34.5,34.5,14.5,,0,0,0,1,0,0,0
20094,Ghosts of Mars,2001,98,28000000,4.6,6368,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
20095,Ghosts of Mississippi,1996,130,36000000,6.4,2268,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
20096,Ghosts of the Abyss,2003,43,13000000,6.6,664,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG,0,0,0,0,1,0,0
20097,Ghosts on the Loose,1943,67,NA,4.8,171,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
20098,Ghosts... of the Civil Dead,1988,93,NA,7.1,208,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
20099,"Ghoul, The",1933,77,NA,5.6,165,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
20100,"Ghoul, The",1975,88,NA,4.4,192,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
20101,Ghoulies,1985,82,1000000,3.2,612,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
20102,Ghoulies II,1987,89,NA,3.3,319,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
20103,Ghoulies III: Ghoulies Go to College,1993,94,NA,3.2,162,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
20104,Ghoulies IV,1994,84,NA,2.1,219,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
20105,"Ghouls, The",2003,81,9000,6.1,43,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,R,0,0,0,0,0,0,0
20106,Ghulam-E-Musthafa,1997,162,NA,6,13,0,0,0,4.5,14.5,24.5,24.5,14.5,14.5,0,,1,0,0,1,0,0,0
20107,Ghulami,1985,199,NA,7.1,20,0,0,0,0,14.5,0,14.5,14.5,14.5,45.5,,1,0,0,0,0,0,0
20108,Gia poion ktypa i koudouna,1968,82,NA,5.7,9,0,0,0,24.5,24.5,44.5,0,14.5,0,0,,0,0,1,0,0,0,0
20109,Giallo a Venezia,1979,91,NA,5.4,42,14.5,0,4.5,4.5,14.5,14.5,24.5,14.5,0,14.5,,0,0,0,0,0,0,0
20110,Giallo napoletano,1978,114,NA,4.6,25,4.5,4.5,4.5,4.5,34.5,4.5,14.5,14.5,0,4.5,,0,0,0,0,0,0,0
20111,Gialloparma,1999,122,NA,2.5,6,64.5,0,0,0,14.5,14.5,0,0,0,0,,0,0,0,0,0,0,0
20112,Giant,1956,201,5400000,7.5,4210,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
20113,"Giant Claw, The",1957,75,NA,2.8,177,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
20114,Giant From the Unknown,1958,77,NA,4.6,43,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0,0
20115,"Giant Gila Monster, The",1959,74,138000,2.8,432,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
20116,"Giant Spider Invasion, The",1975,84,300000,2.3,931,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
20117,"Giant of Norway, The",1939,11,NA,5.2,5,0,44.5,0,0,24.5,0,24.5,0,0,24.5,,0,0,0,0,0,0,1
20118,"Giant of Thunder Mountain, The",1991,88,NA,5.5,43,14.5,4.5,0,4.5,14.5,4.5,4.5,4.5,14.5,34.5,,0,0,0,1,0,0,0
20119,Giantland,1933,8,NA,7,25,0,0,0,4.5,4.5,14.5,45.5,14.5,4.5,4.5,,0,1,1,0,0,0,1
20120,"Giardini dell'Eden, I",1998,95,4000000,6.8,17,4.5,4.5,0,0,4.5,14.5,4.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
20121,"Giardino dei Finzi-Contini, Il",1970,94,NA,7.7,742,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
20122,Gibel Otrara,1991,176,NA,8,19,0,0,0,4.5,4.5,14.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
20123,Gibraltar,1938,105,NA,4.4,6,0,0,0,34.5,14.5,0,0,14.5,0,34.5,,0,0,0,0,0,0,0
20124,Gideon,1999,96,NA,6.9,328,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,44.5,,0,0,1,1,0,1,0
20125,Gideon's Day,1958,118,NA,6.6,52,0,0,0,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0,0
20126,Gidget,1959,95,NA,6,391,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
20127,Gidget Goes Hawaiian,1961,101,NA,4.6,158,4.5,4.5,4.5,14.5,24.5,4.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,1,0
20128,Gidget Goes to Rome,1963,104,NA,4.4,103,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
20129,Gierig,1999,92,NA,5.4,14,24.5,4.5,4.5,0,14.5,24.5,0,0,4.5,4.5,,0,0,0,1,0,0,0
20130,"Gifle, La",1974,104,NA,5.9,163,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
20131,Gift,1966,96,NA,7.6,5,0,0,0,0,24.5,24.5,24.5,0,0,44.5,,0,0,0,1,0,0,0
20132,Gift Horse,1952,100,NA,6.1,35,0,0,0,4.5,14.5,24.5,34.5,4.5,14.5,4.5,,0,0,0,1,0,0,0
20133,Gift Wrapped,1952,7,NA,6.7,42,0,14.5,4.5,4.5,4.5,4.5,34.5,24.5,4.5,4.5,,0,1,1,0,0,0,1
20134,"Gift for Heidi, A",1958,71,NA,5.3,8,14.5,0,14.5,0,34.5,0,14.5,24.5,0,0,,0,0,0,1,0,0,0
20135,Gift of Gab,1934,70,NA,3.6,15,4.5,14.5,24.5,4.5,14.5,14.5,0,0,4.5,14.5,,0,0,1,0,0,0,0
20136,"Gift of Love, The",1958,105,NA,5.7,57,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,34.5,,0,0,0,1,0,0,0
20137,"Gift of the Magi, The",1980,16,NA,6.2,7,0,0,0,0,14.5,14.5,44.5,14.5,0,14.5,,0,0,0,1,0,0,1
20138,"Gift, The",1977,16,NA,8.4,11,0,0,0,0,0,0,24.5,4.5,24.5,34.5,,0,0,0,0,0,0,1
20139,"Gift, The",2000,111,10000000,6.8,12440,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0
20140,Giftas,1955,74,NA,3.3,10,24.5,0,0,0,34.5,0,14.5,44.5,0,0,,0,0,0,1,0,0,0
20141,Giftes - nej tak!,1936,101,NA,5.2,6,0,0,0,14.5,34.5,14.5,14.5,14.5,0,0,,0,0,0,0,0,0,0
20142,"Gig, The",1985,92,NA,6.6,56,4.5,0,0,0,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
20143,"Gigante di Metropolis, Il",1961,92,NA,3.8,23,4.5,14.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
20144,"Giganti della Tessaglia, I",1960,95,NA,5.4,13,0,4.5,4.5,4.5,34.5,34.5,4.5,0,4.5,0,,0,0,0,0,0,0,0
20145,Gigantic (A Tale of Two Johns),2002,102,NA,7.8,261,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,0,0,1,0,0
20146,Giger's Alien,1979,34,NA,8.9,7,0,0,0,0,0,14.5,14.5,0,14.5,45.5,,0,0,0,0,1,0,1
20147,Giger's Necronomicon,1975,40,NA,8,5,0,0,0,0,44.5,0,0,0,0,64.5,,0,0,0,0,1,0,1
20148,Gigi,1949,82,NA,6.3,39,0,0,0,4.5,4.5,24.5,24.5,34.5,4.5,4.5,,0,0,1,0,0,0,0
20149,Gigi,1958,119,3319355,7,1956,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,,0,0,1,0,0,1,0
20150,Gigli,2003,121,54000000,2.3,11285,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0
20151,Gigot,1962,104,NA,6.7,296,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,1,0,0,0,0
20152,Gilberte de Courgenay,1941,115,NA,5.8,15,0,0,4.5,0,14.5,24.5,24.5,4.5,4.5,24.5,,0,0,0,0,0,0,0
20153,Gilda,1946,110,NA,7.6,2525,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
20154,Gilda Live,1980,96,NA,6.7,124,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,1,0,0
20155,"Gilded Lily, The",1935,80,NA,6.8,51,0,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,1,0,0,1,0
20156,Gilded Stones,2004,9,NA,7,7,0,0,0,0,0,14.5,0,24.5,24.5,24.5,,0,0,0,0,0,0,1
20157,Gildersleeve on Broadway,1943,65,NA,5.4,8,0,14.5,0,24.5,0,0,24.5,14.5,0,24.5,,0,0,1,0,0,0,0
20158,Gildersleeve's Bad Day,1943,63,NA,5.9,31,0,0,0,4.5,24.5,14.5,4.5,4.5,14.5,14.5,,0,0,1,0,0,0,0
20159,Gildersleeve's Ghost,1944,64,NA,5.5,32,0,4.5,14.5,14.5,14.5,14.5,4.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
20160,Giliap,1975,135,NA,4.6,118,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
20161,Gilsoddeum,1986,100,NA,4.3,9,14.5,0,0,14.5,14.5,14.5,24.5,14.5,14.5,14.5,,0,0,0,1,0,0,0
20162,Gimaghin sanaedeul,1998,107,NA,6.9,9,14.5,0,0,0,0,24.5,24.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
20163,Gimlet,1995,95,NA,5.3,43,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
20164,Gimme Shelter,1970,91,NA,7.6,1229,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,0,1,0,0
20165,Gimme an 'F',1984,93,NA,3.1,70,24.5,4.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
20166,Gina,1975,95,NA,5.9,69,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,0
20167,"Gina, an Actress, Age 29",2001,22,NA,6.7,27,24.5,4.5,0,0,4.5,0,14.5,14.5,14.5,24.5,,0,0,1,1,0,0,1
20168,"Ginecologo della mutua, Il",1977,78,NA,4.1,21,4.5,14.5,4.5,24.5,0,14.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
20169,Ginevra,1992,142,NA,8.6,5,0,0,0,0,0,24.5,24.5,24.5,44.5,0,,0,0,0,1,0,0,0
20170,Ging chaat goo si,1985,90,NA,7.4,1644,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,1,0,0,0,0
20171,Ging chaat goo si juk jaap,1988,92,NA,7,842,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,1,0,1,0,0,0,0
20172,Ginger,1971,102,NA,3,67,24.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
20173,Ginger Lynn: The Movie,1988,80,NA,8.8,5,0,0,0,0,0,0,0,24.5,24.5,64.5,,0,0,0,0,0,0,0
20174,Ginger Meggs,1982,100,NA,4.3,27,4.5,14.5,0,4.5,0,0,4.5,4.5,24.5,44.5,,0,0,1,0,0,0,0
20175,Ginger Snaps,2000,110,5000000,6.8,3968,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
20176,Ginger Snaps Back: The Beginning,2004,94,NA,6,610,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,0,0,0,0
20177,Ginger Snaps: Unleashed,2004,94,3500000,6.6,1118,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,0,0,0,0
20178,Ginger e Fred,1986,125,NA,7,548,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
20179,Ginger in the Morning,1974,90,NA,4.9,24,0,4.5,14.5,4.5,24.5,14.5,4.5,14.5,0,14.5,,0,0,1,1,0,1,0
20180,"Gingerbread Man, The",1998,114,25000000,5.7,2806,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
20181,Gino,1994,89,NA,4.3,5,0,0,0,44.5,24.5,0,0,0,0,44.5,,0,0,0,0,0,0,0
20182,Ginostra,2002,135,NA,4.6,170,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
20183,Ginrei no hate,1947,89,NA,7.9,16,0,0,4.5,0,4.5,0,14.5,24.5,0,45.5,,1,0,0,1,0,0,0
20184,Ginza gesho,1951,87,NA,7.3,15,0,0,0,4.5,0,14.5,24.5,24.5,0,44.5,,0,0,0,0,0,0,0
20185,"Giocattolo, Il",1979,118,NA,6.1,37,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,0,0,0,1,0,0,0
20186,Gion bayashi,1953,90,NA,7.7,85,0,0,0,0,4.5,4.5,24.5,24.5,24.5,24.5,,0,0,0,1,0,0,0
20187,Gion no shimai,1936,95,NA,8.1,163,4.5,0,0,4.5,4.5,4.5,4.5,14.5,24.5,44.5,,0,0,0,1,0,0,0
20188,Giordano Bruno,1973,114,NA,6.8,42,4.5,0,0,4.5,4.5,14.5,4.5,34.5,4.5,24.5,,0,0,0,1,0,0,0
